,area_type,size,total_sqft,bath,balcony,price
6865,0,2,1075,2,2,53.0
6866,0,3,1163,2,2,62.0
6867,1,2,1200,2,0,65.0
6870,1,2,1299,2,1,100.0
6872,0,2,1170,2,2,75.0
6874,0,4,2600,4,3,175.0
6875,0,2,1140,2,1,43.32
6876,0,3,1900,3,3,125.0
6878,0,2,1110,2,1,39.95
6880,0,2,1089,2,1,60.0
6881,2,2,880,2,1,48.0
6882,1,2,1080,2,2,32.0
6883,0,2,1093,2,1,68.1
6884,0,3,1480,3,1,75.48
6885,0,3,1703,3,2,125.0
6887,0,3,1690,3,2,116.0
6888,0,2,1305,2,1,78.0
6889,0,3,1257,2,2,40.22
6890,0,2,1150,2,2,45.0
6891,0,2,1194,2,0,55.0
6892,1,3,2000,3,1,90.0
6893,2,3,1500,4,1,99.0
6894,1,2,1025,2,0,42.5
6895,1,2,980,2,1,38.19
6896,2,3,1200,2,1,100.0
6897,0,3,2225,3,1,149.0
6898,0,2,1022,2,2,57.0
6899,2,4,882,3,0,72.0
6900,1,2,1153,2,2,45.0
6901,0,2,1175,2,2,60.0
6902,1,3,1560,3,3,68.0
6903,1,1,650,1,1,17.0
6904,2,3,600,3,2,65.0
6905,0,2,1350,3,2,55.0
6907,0,2,1200,1,1,54.0
6908,0,2,800,2,1,25.0
6909,0,4,2093,4,1,104.0
6910,0,3,1320,2,2,55.44
6911,0,2,1275,2,1,73.0
6912,0,2,1215,2,2,43.13
6914,0,3,1444,2,2,71.5
6915,0,2,950,2,2,38.0
6917,0,3,1240,2,2,59.52
6918,2,4,600,4,2,125.0
6919,0,2,1231,2,2,50.0
6920,0,2,1300,2,1,120.0
6921,0,3,1713,3,2,110.0
6924,1,3,1310,2,0,46.0
6925,0,2,790,2,1,49.5
6926,0,3,1744,3,1,200.0
6927,0,3,1605,3,2,100.0
6928,0,2,1250,2,2,82.0
6929,0,3,2476,3,3,337.0
6930,1,3,1260,2,2,76.0
6931,0,3,1615,3,1,175.0
6932,0,2,1180,2,1,56.0
6933,0,3,1255,2,2,50.19
6934,0,2,1025,2,1,53.9
6935,0,3,1877,4,2,150.0
6936,1,3,1649,3,2,150.0
6938,1,5,2500,5,2,125.0
6939,1,3,1542,3,2,98.0
6941,1,2,1012,2,0,42.0
6943,0,2,1115,2,2,43.0
6944,0,3,1680,4,3,95.0
6945,0,2,1171,2,2,72.0
6946,0,2,1027,2,1,68.62
6947,0,3,1700,3,3,75.0
6948,0,2,1090,2,2,38.15
6949,0,2,1232,2,1,74.0
6950,0,2,766,2,2,28.0
6951,2,5,1200,5,0,180.0
6952,0,1,525,1,1,27.0
6954,1,3,1452,2,1,41.0
6955,0,3,1254,2,1,65.0
6956,1,5,3600,5,0,110.0
6957,0,3,1593,3,1,118.0
6958,0,2,1333,2,2,77.27
6959,1,3,1100,3,1,110.0
6960,0,3,1375,2,1,54.99
6961,0,3,1650,3,3,82.0
6962,0,3,1430,2,2,51.48
6963,1,2,940,2,1,54.0
6964,0,1,435,1,1,21.0
6965,0,2,1160,2,2,36.54
6966,0,3,1500,2,1,77.5
6967,0,3,1890,2,1,100.0
6968,1,2,1050,2,1,70.0
6972,2,3,3000,4,2,235.0
6973,0,3,1459,2,1,95.0
6974,0,3,1711,3,3,85.61
6975,0,2,1250,2,2,98.0
6977,2,2,875,2,1,57.0
6978,1,2,1334,2,1,67.0
6979,1,2,1140,2,1,32.92
6981,2,3,1200,5,2,200.0
6982,0,3,1776,3,1,190.0
6983,0,3,2072,4,2,160.0
6984,2,3,1600,3,2,170.0
6986,0,2,920,2,3,39.0
6988,2,4,1310,3,3,95.0
6989,0,3,1631,3,2,80.0
6990,0,1,525,1,1,27.5
6991,1,3,1395,3,3,82.0
6992,0,3,2000,3,2,105.0
6993,0,2,1232,2,1,66.0
6994,0,2,1075,2,1,55.0
6995,0,2,1205,2,2,70.0
6996,2,4,1200,4,2,165.0
6998,0,3,1179,2,1,55.0
6999,0,2,1013,2,1,51.0
7000,0,2,1160,2,2,40.6
7002,0,2,1200,2,2,62.5
7004,0,3,1255,2,3,50.19
7005,1,3,1100,2,1,145.0
7006,1,2,1069,2,1,55.0
7007,2,3,1200,3,2,99.0
7008,0,1,1400,1,1,285.0
7009,0,2,1065,2,2,55.0
7010,1,2,1395,2,0,75.0
7011,1,3,1725,2,1,165.0
7012,1,2,1007,2,2,43.0
7013,1,3,1436,2,2,55.0
7016,2,2,1200,2,0,58.0
7017,0,2,940,2,1,43.61
7019,0,3,2850,5,3,343.0
7020,1,3,1740,3,2,191.0
7022,0,3,3761,3,2,650.0
7023,0,3,1829,3,2,125.0
7024,2,4,1800,4,3,178.0
7026,1,3,5720,3,0,350.0
7027,2,5,800,4,2,98.0
7028,0,2,675,1,1,15.0
7029,0,2,1390,2,2,95.0
7030,0,3,1500,3,2,104.0
7031,0,3,2047,3,2,136.0
7032,0,2,1202,2,1,79.0
7034,0,3,2132,3,3,80.0
7035,2,4,1350,4,3,340.0
7037,0,2,1331,2,1,88.0
7038,2,2,1200,2,0,69.0
7039,1,2,1150,2,0,250.0
7040,2,2,1200,2,1,136.0
7041,1,2,1800,2,0,300.0
7042,2,3,600,2,1,50.0
7043,0,3,1280,2,2,49.0
7044,0,2,1007,2,1,62.0
7045,0,3,1370,2,1,61.0
7046,0,2,925,2,2,35.0
7047,0,2,1500,2,0,75.0
7048,1,1,450,1,1,12.5
7049,1,4,1200,4,1,140.0
7050,0,2,1341,2,1,95.0
7051,0,3,1350,2,2,47.25
7052,0,2,992,2,1,60.0
7053,0,2,1163,2,2,68.0
7054,0,2,1229,2,2,70.0
7055,2,2,600,2,2,39.0
7056,0,2,1219,2,1,61.26
7057,0,3,1525,2,2,99.13
7058,0,2,1147,2,1,60.0
7059,0,3,1412,2,3,88.0
7061,0,2,1044,2,1,34.77
7062,0,2,1190,2,2,63.0
7063,0,3,1240,2,2,65.0
7064,0,3,1352,3,1,65.0
7066,0,3,1330,2,2,39.9
7067,0,3,1700,3,2,111.0
7068,0,2,1355,2,1,67.0
7069,0,2,1200,2,1,46.0
7070,0,1,400,2,1,25.0
7072,0,3,1615,3,2,50.87
7073,0,2,1340,2,1,65.0
7075,1,1,400,1,0,55.0
7076,0,2,1080,2,1,52.0
7077,0,2,1600,2,1,31.0
7078,0,2,1200,2,0,34.0
7079,2,3,2700,3,2,150.0
7080,1,3,1780,3,0,110.0
7081,1,3,1605,3,2,65.0
7082,0,4,7200,5,2,1584.0
7083,2,3,646,2,1,65.0
7085,2,2,900,2,0,49.0
7086,1,3,1830,3,1,88.0
7087,2,5,690,4,1,83.0
7088,1,1,650,1,3,500.0
7089,2,5,1800,4,1,68.0
7090,1,3,715,2,0,32.0
7091,0,3,1230,2,2,31.37
7092,0,2,1065,2,1,42.59
7094,2,3,1080,3,2,149.0
7095,1,3,900,2,0,65.0
7096,0,2,946,2,2,45.0
7097,0,1,1500,1,0,60.0
7098,0,3,1711,3,1,110.0
7099,2,4,1200,3,2,160.0
7100,0,2,950,2,1,25.65
7101,0,3,1656,3,2,80.0
7105,0,3,1540,3,3,85.0
7106,2,4,600,4,3,125.0
7107,0,1,665,1,2,32.0
7109,0,2,1145,2,1,54.0
7110,0,2,1185,2,2,41.0
7111,2,3,1200,3,1,190.0
7112,1,3,1693,3,2,125.0
7113,0,3,2456,3,3,220.0
7114,0,3,2559,3,2,403.0
7115,0,2,1155,2,1,40.6
7116,0,3,1610,2,2,64.4
7117,2,3,1200,3,2,56.58
7118,2,2,1530,2,1,185.0
7119,1,3,1709,3,1,80.0
7120,2,4,600,4,0,60.0
7122,2,1,840,1,1,150.0
7123,0,3,1400,2,1,50.0
7124,0,2,1200,2,1,42.0
7125,0,3,1439,3,1,57.23
7126,0,2,1375,2,2,72.0
7127,2,5,2990,5,3,416.0
7128,0,3,1200,2,1,75.0
7129,1,2,1315,2,3,75.0
7130,2,2,1500,2,0,40.0
7132,0,2,1178,2,3,82.0
7133,0,3,1430,3,2,59.0
7134,0,3,1400,2,2,65.8
7135,0,2,1093,2,2,72.0
7137,2,5,5000,6,1,360.0
7138,1,3,1200,2,0,130.0
7139,1,3,2210,3,2,156.0
7140,0,2,1150,2,2,70.0
7141,0,3,1435,2,1,60.0
7143,0,2,1173,2,1,78.2
7144,0,2,1140,2,1,39.0
7145,0,3,1717,3,3,120.0
7147,1,3,1370,3,2,67.0
7148,0,2,1025,2,1,90.0
7149,0,3,1409,2,3,62.0
7150,0,2,1200,2,1,52.0
7151,0,2,1200,2,1,53.5
7152,0,3,1740,4,3,130.0
7153,0,2,1232,2,1,88.0
7154,2,2,1200,2,1,36.0
7155,0,4,5924,4,3,625.0
7156,0,2,1250,2,1,50.0
7157,1,2,1475,2,2,171.0
7158,0,4,2100,4,2,85.0
7159,0,1,552,1,1,23.5
7160,0,3,1065,2,2,42.59
7161,2,3,1000,3,1,130.0
7162,2,2,1225,2,0,65.0
7163,1,1,650,1,0,16.0
7164,0,2,1067,2,2,52.0
7165,0,3,1364,2,2,56.0
7166,0,3,1750,3,3,75.0
7167,0,2,1240,2,1,71.0
7170,0,3,1504,2,2,102.0
7171,0,2,1116,2,1,49.8
7172,0,3,2365,4,2,175.0
7173,1,2,1308,2,2,37.0
7174,1,2,864,2,0,45.0
7175,2,5,1200,5,1,139.0
7177,0,2,1333,2,1,100.0
7178,0,4,1800,4,1,145.0
7180,0,3,1698,3,2,107.0
7181,0,3,1275,2,2,43.6
7183,0,2,1160,2,1,49.0
7185,2,3,675,3,1,70.0
7187,0,2,1310,2,1,66.0
7190,0,3,2145,3,2,165.0
7191,0,3,1693,3,1,125.0
7192,0,3,1230,3,3,60.0
7193,2,3,1200,3,1,145.0
7195,0,2,1150,2,1,60.0
7196,0,3,1385,2,2,66.5
7197,0,2,1066,2,2,52.5
7198,0,3,2293,3,2,80.26
7199,2,3,720,3,1,81.0
7202,2,4,2100,6,1,252.0
7203,0,4,2400,4,3,250.0
7205,0,2,1000,2,1,70.65
7206,0,2,907,2,2,38.0
7207,2,4,3500,4,0,138.0
7208,0,3,1395,2,3,79.0
7209,0,2,1180,2,2,50.0
7210,2,5,1903,6,2,140.0
7213,0,3,1490,2,1,92.0
7214,0,2,1144,2,2,67.0
7216,0,2,1143,2,1,53.0
7217,2,3,2500,3,2,190.0
7219,0,2,1044,2,1,60.0
7220,0,2,1352,3,1,93.0
7221,0,3,1552,3,3,75.0
7222,1,3,1785,3,2,120.0
7223,0,2,810,2,2,34.5
7224,0,3,1650,3,2,51.98
7225,0,3,1595,3,2,70.39
7226,0,2,1060,2,1,35.0
7227,0,3,1410,2,3,65.0
7228,0,3,1523,2,2,56.0
7229,0,3,1591,3,1,122.0
7230,0,3,1640,3,3,84.0
7231,1,1,450,1,0,16.0
7232,0,3,1305,2,2,60.0
7233,0,3,1590,3,1,54.0
7234,1,2,1240,2,3,45.0
7235,0,2,1200,2,2,54.0
7236,0,2,1100,2,1,41.16
7237,0,2,1180,2,1,128.0
7239,0,2,845,2,1,33.0
7241,0,3,1310,2,2,45.0
7243,1,2,959,2,1,42.5
7244,1,4,1200,4,1,140.0
7247,0,2,1390,2,2,70.21
7249,0,3,1280,2,2,69.0
7252,0,2,1000,2,0,58.0
7253,0,2,1196,2,2,57.9
7254,0,3,1220,3,2,57.0
7255,0,2,950,2,1,31.95
7257,0,2,1141,2,1,55.0
7258,0,2,1200,2,2,51.0
7259,0,3,1380,2,2,55.0
7260,0,2,855,2,1,32.0
7262,0,2,922,2,1,36.0
7263,1,2,1200,2,2,43.2
7265,0,2,1070,2,2,42.0
7266,0,2,1293,2,2,75.0
7267,1,3,1380,2,1,50.0
7268,0,3,1599,3,2,80.0
7269,0,2,967,2,2,41.1
7270,0,3,1885,3,3,90.0
7271,1,2,860,2,2,65.5
7272,2,1,1075,1,0,19.5
7273,0,2,1050,2,1,63.5
7274,0,3,1595,3,2,88.0
7275,0,2,1350,2,2,102.0
7276,1,2,1204,2,2,45.0
7278,0,2,1035,2,2,49.0
7279,0,2,1000,2,1,29.95
7280,0,3,1457,3,3,85.0
7282,0,2,1100,2,1,66.0
7283,0,3,1655,3,3,120.0
7285,0,2,1215,2,1,46.1
7287,0,3,1639,3,2,129.0
7288,0,3,1685,3,1,135.0
7289,1,5,1008,4,2,180.0
7290,0,2,1100,2,3,38.0
7291,0,3,2122,3,2,125.0
7292,0,2,1050,2,2,47.0
7293,1,2,1230,2,2,45.0
7294,0,3,1240,3,2,60.0
7295,1,3,1252,2,3,65.0
7296,0,3,1374,2,2,88.0
7297,0,1,500,1,1,30.0
7300,0,2,1040,2,3,45.0
7301,0,2,1350,2,2,68.0
7302,0,4,4003,6,3,300.0
7304,0,3,1560,3,1,90.0
7305,0,2,1151,2,1,43.16
7306,0,3,1360,2,2,47.59
7307,0,2,1250,2,2,60.0
7308,0,3,1110,2,2,29.97
7309,1,2,1015,2,2,50.0
7310,0,3,1351,2,2,78.0
7311,0,2,960,2,2,50.0
7312,0,2,1110,2,2,52.0
7313,1,3,1680,3,2,72.0
7314,2,3,2400,3,1,180.0
7315,2,4,11000,5,3,2000.0
7316,1,3,1350,3,2,48.6
7317,0,2,1254,2,2,47.0
7318,0,3,1255,3,2,115.0
7319,0,2,1051,2,3,61.0
7320,2,3,1200,3,1,205.0
7321,1,2,1099,2,2,65.0
7322,0,3,2650,4,3,199.0
7323,1,4,2000,2,1,160.0
7324,0,2,1541,2,2,130.0
7326,1,2,1125,2,2,45.0
7327,0,3,1650,3,2,85.0
7328,0,1,834,1,1,62.0
7329,0,3,1320,3,2,60.0
7330,2,3,1200,3,1,149.0
7332,0,3,1500,3,2,74.0
7333,2,4,4400,5,2,500.0
7335,2,1,600,1,0,52.0
7336,0,2,1180,2,2,70.0
7337,0,2,1010,2,1,50.0
7338,0,2,1070,2,1,38.0
7339,0,3,1580,3,3,105.0
7343,0,3,1200,2,1,76.0
7344,1,2,1040,2,2,45.0
7345,0,3,1430,2,2,90.0
7347,0,1,650,1,1,70.0
7348,0,3,1564,3,1,105.0
7349,1,3,800,2,1,52.0
7350,1,2,750,2,0,58.0
7353,0,2,1200,2,2,44.4
7354,0,4,2000,4,1,135.0
7356,2,4,2400,4,2,480.0
7357,1,3,1650,3,3,105.0
7358,0,2,1235,2,2,148.0
7361,0,2,985,2,2,42.0
7362,0,3,1475,2,2,63.0
7363,0,3,3450,5,0,348.0
7364,0,3,1157,2,1,53.99
7365,1,2,900,2,3,35.0
7366,2,4,2500,3,2,120.0
7367,1,2,1030,2,1,60.0
7368,0,2,1000,2,1,46.0
7369,1,4,3800,3,3,325.0
7370,2,4,4260,4,2,333.0
7371,2,5,1950,6,3,175.0
7372,0,3,1570,2,2,65.94
7373,0,2,1283,2,2,68.0
7374,1,3,875,2,2,40.0
7376,2,3,2700,3,0,500.0
7377,2,3,2400,2,3,180.0
7378,0,3,1250,2,2,68.75
7379,0,4,3630,6,1,196.0
7380,0,2,990,2,2,37.62
7382,0,2,1280,2,2,90.0
7383,0,4,2750,4,0,413.0
7384,1,2,1190,2,1,55.0
7385,0,2,1100,2,2,60.0
7386,0,3,2075,3,1,175.0
7387,1,2,1133,2,1,55.0
7388,1,4,2400,3,3,140.0
7389,0,2,1280,2,2,69.0
7391,0,3,1565,2,2,49.3
7392,0,3,1900,3,0,65.0
7393,1,2,1080,2,2,45.0
7394,0,1,600,1,0,47.0
7395,2,3,1240,4,1,180.0
7396,1,3,1335,2,1,87.0
7399,0,3,1385,3,1,55.0
7400,0,3,1578,3,1,73.9
7402,0,3,1700,3,1,79.9
7403,2,4,1050,4,0,90.0
7404,1,2,1120,2,1,70.0
7405,0,1,435,1,1,22.0
7406,0,2,1116,2,1,51.89
7407,0,3,1480,3,2,95.0
7408,1,2,1000,2,2,50.0
7409,0,2,1145,2,2,46.0
7410,0,2,800,1,1,32.0
7411,0,2,1265,2,1,83.0
7413,0,2,1475,2,1,70.0
7414,0,2,1265,2,2,55.0
7415,1,2,1200,2,0,58.0
7416,0,3,2180,3,2,210.0
7417,0,2,1080,2,3,50.0
7418,0,3,2023,4,2,130.0
7419,0,2,2400,2,3,125.0
7420,0,3,1545,2,2,66.0
7421,0,3,1804,3,2,166.0
7422,2,2,1200,2,1,200.0
7424,0,2,1108,2,1,74.23
7425,0,3,1730,3,2,115.0
7426,0,3,1427,2,3,70.0
7427,0,2,935,2,1,35.53
7428,0,2,1073,2,2,31.77
7429,1,2,960,2,3,37.0
7430,0,3,2215,4,2,150.0
7434,0,2,1080,2,2,75.0
7436,2,2,1200,1,1,103.0
7437,0,3,1590,3,2,58.0
7438,0,3,1350,3,2,68.0
7439,0,3,1400,2,2,48.0
7440,0,3,1560,2,3,72.0
7441,1,4,1810,3,2,57.0
7443,0,3,1484,3,1,74.18
7444,1,3,1650,3,3,220.0
7446,0,3,2280,4,2,184.0
7448,1,3,2079,3,3,220.0
7449,0,2,1351,2,2,74.0
7451,0,3,1430,2,1,61.0
7452,1,4,3589,5,0,400.0
7453,0,3,1310,2,2,37.83
7454,2,4,1800,4,1,300.0
7455,2,4,1120,4,2,175.0
7456,0,2,984,2,1,55.0
7457,1,3,1770,3,3,100.0
7458,2,2,900,3,1,105.0
7459,2,5,1350,5,1,120.0
7461,1,2,1140,2,1,60.0
7462,0,2,1170,2,3,34.0
7463,0,2,1160,2,2,46.39
7465,1,3,1570,3,2,80.0
7466,0,3,1495,2,2,65.0
7467,0,3,1530,2,2,67.0
7468,2,5,900,4,0,140.0
7469,0,3,1800,3,1,70.0
7470,0,2,1088,2,2,48.0
7471,0,3,1533,3,1,98.18
7472,0,2,1100,2,1,68.0
7473,1,3,1540,3,3,90.0
7475,0,2,1040,2,1,68.59
7477,0,2,1260,2,1,39.69
7479,0,2,1245,2,2,100.0
7480,0,3,1350,3,0,75.0
7482,0,1,470,2,1,10.0
7483,0,2,920,2,2,60.0
7485,0,2,1124,2,1,30.35
7486,0,4,2095,3,1,109.0
7487,0,2,1100,2,1,71.42
7488,0,2,1019,2,1,58.0
7489,0,3,1756,3,2,128.0
7490,0,3,1280,3,1,50.0
7491,2,4,1200,3,2,125.0
7492,0,3,1700,3,2,150.0
7493,0,3,2134,4,2,118.0
7495,2,3,600,3,1,69.0
7497,0,3,2515,4,3,155.0
7498,0,3,2215,4,2,154.0
7499,0,3,1440,3,2,72.0
7500,0,3,1186,2,2,55.33
7501,0,3,1350,2,2,47.24
7502,0,3,1800,3,2,140.0
7503,1,3,1600,3,3,79.0
7505,0,3,2275,3,3,285.0
7507,0,3,1740,3,1,150.0
7508,1,2,900,2,1,90.0
7509,1,2,1567,3,0,140.0
7510,0,3,1082,2,1,45.5
7511,1,2,1050,2,1,80.0
7512,0,2,1200,2,1,56.0
7513,1,3,3500,4,2,185.0
7514,0,2,1220,2,2,52.0
7515,0,3,1970,3,2,164.0
7516,0,3,2665,3,1,350.0
7517,1,4,2130,4,0,120.0
7518,0,3,1749,3,2,120.0
7519,0,2,1260,2,1,108.0
7521,0,2,1170,2,2,120.0
7522,0,3,1670,3,2,75.0
7523,0,3,2264,3,2,168.0
7527,0,2,1320,2,1,160.0
7528,2,4,600,4,2,85.0
7530,0,2,1125,2,2,44.5
7531,0,2,700,2,1,29.0
7532,1,3,1300,2,1,75.0
7533,0,3,1600,3,2,83.0
7534,0,3,1052,2,1,60.0
7535,0,4,1140,3,1,145.0
7536,0,2,1130,2,2,36.0
7537,2,4,1140,3,2,225.0
7538,0,3,2200,3,3,220.0
7539,1,3,1500,2,1,63.0
7540,0,3,1350,3,1,47.25
7541,0,3,1230,2,2,52.0
7542,0,3,1520,2,2,85.0
7543,0,1,525,1,1,26.25
7544,0,2,1040,2,1,61.0
7545,1,3,1300,2,1,67.0
7546,0,4,2690,4,3,201.0
7547,0,1,780,1,1,70.0
7548,0,2,1140,2,1,51.2
7549,0,3,1225,3,1,33.08
7550,1,1,646,1,0,25.84
7551,0,3,1600,3,1,150.0
7552,0,3,1890,4,3,125.0
7555,0,3,1458,2,2,62.0
7556,2,5,1200,6,0,86.0
7557,0,3,1970,3,2,160.0
7558,2,3,1808,4,0,80.0
7559,1,2,1007,2,1,67.0
7560,0,2,1105,2,1,50.0
7561,0,3,1700,3,3,150.0
7562,0,2,1170,2,3,50.0
7563,1,2,1080,2,3,45.0
7564,0,3,1150,2,1,62.0
7565,0,2,1200,2,1,57.9
7567,0,3,1656,3,2,75.0
7568,2,4,600,4,2,87.0
7570,0,2,1085,2,2,33.7
7571,0,3,1215,2,2,49.75
7572,1,4,2150,4,2,115.0
7573,2,4,1100,4,1,120.0
7574,0,2,1210,2,1,77.0
7575,1,2,1050,2,1,55.0
7576,2,3,600,3,1,70.0
7580,1,2,1421,2,1,90.0
7582,0,3,1425,2,2,74.31
7583,0,2,1162,2,1,58.0
7584,0,1,905,1,1,60.0
7585,0,2,914,2,1,32.0
7586,1,2,1258,2,0,58.0
7587,2,4,1100,4,2,220.0
7588,2,4,3500,4,1,289.0
7591,0,3,1537,2,3,70.0
7594,0,3,2250,3,1,200.0
7595,2,4,2000,4,1,69.0
7597,1,4,2600,4,0,325.0
7598,1,4,3200,3,2,250.0
7599,1,2,950,2,0,32.0
7601,0,3,1282,2,1,48.72
7602,1,2,1304,2,0,111.0
7603,0,3,2100,3,2,200.0
7604,1,3,1220,2,2,49.0
7606,1,3,1415,3,1,65.0
7608,0,3,1728,3,2,125.0
7609,0,3,1680,3,3,125.0
7610,0,2,1235,2,1,140.0
7612,1,4,3990,4,1,260.0
7613,1,2,1495,2,2,83.0
7614,2,5,1500,5,1,175.0
7615,0,3,2501,3,3,138.0
7618,0,3,2002,3,2,120.0
7619,1,3,3200,3,0,260.0
7620,2,2,1200,2,2,70.0
7621,2,4,1500,3,0,235.0
7624,1,1,660,1,0,95.0
7625,2,4,1200,6,2,170.0
7626,1,3,1450,3,2,90.0
7627,0,2,1039,2,1,50.0
7629,0,2,995,1,1,24.88
7630,1,3,1620,3,2,90.0
7631,1,3,3204,4,3,395.0
7632,1,3,3408,3,3,260.0
7633,1,2,1314,2,3,55.0
7634,0,2,945,2,1,33.0
7635,1,3,1374,3,2,72.0
7636,1,3,1603,3,3,113.0
7637,1,3,1230,2,2,52.0
7638,0,1,670,1,1,50.0
7639,0,4,1864,3,2,105.0
7640,1,3,2500,3,2,100.0
7641,0,3,1625,2,2,54.0
7642,0,2,1186,2,3,55.0
7644,0,2,770,1,1,39.9
7645,0,2,1085,2,1,45.0
7646,0,4,3754,6,2,480.0
7647,0,3,1893,3,2,115.0
7649,0,3,1496,2,3,78.0
7651,0,3,1550,2,2,82.0
7652,0,3,1200,2,1,58.17
7654,0,2,1286,2,2,69.0
7655,2,3,600,4,1,100.0
7656,0,3,1860,3,2,95.0
7657,1,1,425,1,1,750.0
7658,0,2,1243,2,2,45.0
7660,0,2,1044,2,2,32.0
7661,0,2,1040,2,1,41.59
7662,0,2,1125,2,2,36.94
7663,0,3,3489,3,1,662.0
7664,0,3,1278,2,2,59.0
7666,0,2,1250,2,1,43.0
7667,2,5,2400,6,3,125.0
7669,0,2,1210,2,2,75.0
7670,0,4,1200,3,2,110.0
7671,0,3,1157,2,1,57.84
7672,0,2,1185,2,1,51.15
7673,0,3,1450,3,3,100.0
7674,0,3,1859,3,2,121.0
7675,0,2,1763,3,2,262.0
7676,0,2,900,1,1,25.0
7677,0,3,1305,3,1,60.0
7678,1,3,1200,2,2,100.0
7681,0,2,1150,2,0,36.8
7682,1,3,1806,3,3,85.0
7683,0,2,1027,2,2,42.0
7684,0,2,1002,2,1,40.08
7685,0,3,1220,2,1,36.21
7686,0,2,1109,2,1,35.22
7687,1,2,1002,2,1,40.08
7688,0,2,1308,2,1,89.04
7689,0,2,1232,2,1,69.6
7691,1,2,1250,2,2,65.0
7693,2,4,960,4,2,80.0
7694,0,2,1255,2,1,53.87
7695,1,3,1434,3,3,84.0
7696,1,2,925,2,2,30.0
7697,0,3,1858,3,1,123.0
7698,1,2,1205,2,1,70.0
7699,2,3,1500,3,2,90.0
7700,2,3,1200,3,2,200.0
7701,0,2,1020,2,2,48.95
7702,0,2,965,2,1,56.0
7703,2,5,1800,6,3,270.0
7705,0,2,1636,2,2,82.89
7706,0,3,1724,3,1,125.0
7707,0,2,1216,2,1,67.0
7708,0,1,654,1,1,36.25
7709,1,4,2460,7,2,80.0
7710,0,2,1190,2,2,41.0
7712,0,3,1636,3,2,92.0
7713,0,2,1195,2,2,73.0
7714,0,3,2400,3,3,251.0
7715,0,2,1250,2,1,67.0
7717,0,3,1546,3,1,95.0
7719,2,3,1440,3,1,275.0
7720,2,2,2260,3,1,80.0
7721,2,4,2700,3,2,90.0
7722,0,2,1475,2,2,171.0
7723,1,4,3000,3,2,150.0
7724,1,1,375,1,0,26.0
7725,0,2,1007,2,1,66.0
7728,0,2,1020,2,3,47.0
7729,0,2,1000,2,0,150.0
7730,2,2,800,3,1,59.5
7731,2,5,1200,3,2,95.0
7732,0,2,1125,2,3,55.0
7734,1,3,909,2,1,43.0
7735,1,4,2850,5,0,240.0
7736,0,2,1400,2,3,85.0
7737,0,2,1152,2,2,61.0
7738,0,2,958,2,1,34.49
7740,0,3,2990,5,1,173.0
7741,0,2,1310,2,2,85.0
7742,0,3,1590,2,2,126.0
7743,0,3,1645,3,2,110.0
7744,1,3,1800,2,2,100.0
7745,0,3,1795,3,2,150.0
7746,0,2,1100,2,3,35.0
7748,0,2,925,2,2,70.0
7750,2,4,3746,6,1,375.0
7751,0,3,1430,2,2,54.0
7753,2,4,750,2,1,42.0
7754,0,2,1140,2,1,32.92
7755,1,3,967,2,1,45.0
7756,0,4,2470,4,2,203.0
7757,1,2,850,1,0,35.5
7758,0,2,1100,2,2,32.0
7759,0,3,1697,3,2,110.0
7760,0,2,1250,2,2,47.0
7761,0,2,1120,2,2,50.0
7762,2,4,1200,4,0,95.0
7763,2,5,5100,6,3,375.0
7764,2,4,2400,3,2,480.0
7767,0,3,1417,2,2,76.0
7768,1,3,1492,3,1,88.0
7769,0,3,1498,3,3,79.15
7770,1,4,3500,2,1,350.0
7771,0,2,1010,2,1,48.27
7773,0,2,1050,2,1,35.0
7774,0,3,1847,3,2,125.0
7776,0,2,982,2,2,37.28
7778,0,2,750,2,1,36.5
7779,0,2,919,2,2,35.0
7780,0,2,1087,2,1,54.3
7781,1,3,1480,3,2,74.0
7782,1,2,1180,2,2,52.0
7783,0,3,2100,4,2,255.0
7784,0,3,1221,3,2,65.0
7786,1,3,2072,3,2,122.0
7787,1,3,1600,3,2,69.0
7788,0,3,2200,3,2,98.0
7789,0,3,1640,3,3,220.0
7790,0,2,1253,2,2,81.5
7791,0,2,1061,2,1,54.92
7792,0,3,1950,3,2,115.0
7793,1,2,1250,2,2,68.0
7794,0,3,1585,2,3,80.0
7796,0,2,1015,2,2,37.0
7798,0,2,1125,2,2,56.8
7799,0,2,1116,2,2,40.0
7800,1,1,400,1,0,35.0
7801,0,4,4000,4,2,325.0
7802,0,4,3900,4,2,410.0
7803,0,2,1300,2,2,100.0
7804,0,2,1419,2,1,60.42
7805,0,3,1310,2,1,55.0
7806,0,3,2072,4,2,152.0
7807,1,2,1240,2,1,58.58
7808,1,3,1565,3,2,98.91
7809,0,3,1820,3,2,89.0
7810,2,3,2500,3,1,88.0
7812,0,2,1245,2,1,62.0
7813,0,3,1315,3,1,65.0
7814,0,3,1410,2,2,73.0
7815,0,2,1375,2,1,60.0
7816,0,2,1299,2,2,95.0
7817,0,2,993,2,3,45.5
7818,2,2,1200,3,0,45.0
7819,0,2,985,2,1,156.0
7820,1,4,2400,5,3,180.0
7822,0,3,1655,3,2,131.0
7823,0,4,2830,5,3,190.0
7824,0,1,6000,1,1,276.0
7825,1,2,550,1,1,15.0
7826,0,1,825,2,1,40.0
7827,0,3,1634,3,1,111.0
